scenario_id,algorithm,recommendation,makespan_mean,makespan_p95,cost_mean,cost_p95,makespan_cv_percent,strict_feasibility_percent,required_deadline_margin_percent,required_budget_margin_percent,robust_feasible,pareto,frontier_order,extra_cost_from_previous,time_saved_from_previous,seconds_saved_per_extra_dollar
cluster_homo,prism_cc_cost,On-prem homogêneo · PRISM-CC - Cost,292.98300000000006,292.983,0.0,0.0,1.973328542127601e-14,100.0,0.0,0.0,True,True,1,,,
cloud_homo,prism_cc_cost,Nuvem homogênea · PRISM-CC - Cost,114.22256666666668,125.655,0.2591453,0.32540749999999974,5.217744898237172,100.0,0.0,0.0,True,True,2,0.32540749999999974,167.328,514.2106435776684
hybrid_homo,prism_cc_time,Híbrido homogêneo · PRISM-CC - Time,108.64450000000001,111.95909999999999,0.5550759999999999,0.5809012,1.8769450885541057,100.0,0.0,0.0,True,True,3,0.25549370000000027,13.695900000000009,53.605627066342514
cluster_hetero,heft_classic,On-prem heterogêneo · HEFT clássico,591.999,591.999,0.0,0.0,0.0,0.0,72.02963835453795,0.0,False,False,,,,
cluster_hetero,prism_cc_cost,On-prem heterogêneo · PRISM-CC - Cost,299.9472333333334,314.315,0.0,0.0,3.133688623753659,100.0,0.0,0.0,True,False,,,,
cluster_hetero,prism_cc_time,On-prem heterogêneo · PRISM-CC - Time,299.9472333333334,314.315,0.0,0.0,3.133688623753659,100.0,0.0,0.0,True,False,,,,
cluster_homo,heft_classic,On-prem homogêneo · HEFT clássico,538.1000000000001,538.1,0.0,0.0,2.1488634687164872e-14,0.0,56.36706886088805,0.0,False,False,,,,
cluster_homo,prism_cc_time,On-prem homogêneo · PRISM-CC - Time,292.98300000000006,292.983,0.0,0.0,1.973328542127601e-14,100.0,0.0,0.0,True,False,,,,
hybrid_homo,prism_cc_cost,Híbrido homogêneo · PRISM-CC - Cost,301.22906666666665,318.433,0.0,0.0,3.68522321849682,100.0,0.0,0.0,True,False,,,,
hybrid_hetero,prism_cc_cost,Híbrido heterogêneo · PRISM-CC - Cost,295.2072666666667,330.549,0.0177993,0.17799255,19.139143175420813,100.0,0.0,0.0,True,False,,,,
cloud_hetero,prism_cc_cost,Nuvem heterogênea · PRISM-CC - Cost,141.57513333333333,161.20135000000002,0.3149365,0.38543895,11.139984518572478,100.0,0.0,0.0,True,False,,,,
hybrid_hetero,prism_cc_time,Híbrido heterogêneo · PRISM-CC - Time,116.23963333333333,132.956,0.2938,0.47976825,6.223095428581189,100.0,0.0,0.0,True,False,,,,
cloud_hetero,prism_cc_time,Nuvem heterogênea · PRISM-CC - Time,110.28106666666667,115.088,0.7633341666666668,0.8066979000000001,2.9805771257582445,100.0,0.0,0.0,True,False,,,,
cloud_homo,prism_cc_time,Nuvem homogênea · PRISM-CC - Time,106.58913333333334,112.202,0.7581350666666667,0.97352365,3.82707204150429,100.0,0.0,0.0,True,False,,,,
hybrid_hetero,heft_classic,Híbrido heterogêneo · HEFT clássico,286.3670000000001,286.367,1.0481030000000002,1.048103,2.0189187869348454e-14,0.0,0.0,3.62150231469458,False,False,,,,
hybrid_homo,heft_classic,Híbrido homogêneo · HEFT clássico,250.18400000000005,250.184,1.1596710000000001,1.159671,2.310906038188577e-14,0.0,0.0,14.651757709675639,False,False,,,,
cloud_homo,heft_classic,Nuvem homogênea · HEFT clássico,183.59000000000003,183.59,1.9105490000000007,1.910549,1.5745730057687537e-14,0.0,0.0,88.88788375363626,False,False,,,,
cloud_hetero,heft_classic,Nuvem heterogênea · HEFT clássico,214.51699999999994,214.517,1.9505120000000007,1.950512,2.6951323963050537e-14,0.0,0.0,92.83885622199301,False,False,,,,
