scenario_id,variant,metric,prism_mean,heft_mean,prism_gain_percent,winner
network_hpc_local,prism_cc_time,makespan,56.873,57.658,1.361476291234527,PRISM-CC
network_hpc_local,prism_cc_cost,makespan,57.658,57.658,0.0,Empate
network_hpc_multisite,prism_cc_time,makespan,56.873,57.658,1.361476291234527,PRISM-CC
network_hpc_multisite,prism_cc_cost,makespan,57.658,57.658,0.0,Empate
network_cloud_multiregion,prism_cc_time,makespan,86.379,86.379,0.0,Empate
network_cloud_multiregion,prism_cc_cost,makespan,86.379,86.379,0.0,Empate
network_hpc_cloud,prism_cc_time,makespan,47.564,47.564,0.0,Empate
network_hpc_cloud,prism_cc_cost,makespan,47.564,47.564,0.0,Empate
network_edge_cloud,prism_cc_time,makespan,72.029,75.844,5.030061705606242,PRISM-CC
network_edge_cloud,prism_cc_cost,makespan,72.049,75.844,5.003691788407768,PRISM-CC
network_fog_hpc_cloud,prism_cc_time,makespan,51.596,51.596,0.0,Empate
network_fog_hpc_cloud,prism_cc_cost,makespan,51.596,51.596,0.0,Empate
network_wfcommons_overlay,prism_cc_time,makespan,280.256,280.256,0.0,Empate
network_wfcommons_overlay,prism_cc_cost,makespan,280.256,280.256,0.0,Empate
network_hpc_local,prism_cc_time,budget_used,0.0,0.0,0.0,Empate
network_hpc_local,prism_cc_cost,budget_used,0.0,0.0,0.0,Empate
network_hpc_multisite,prism_cc_time,budget_used,0.0,0.0,0.0,Empate
network_hpc_multisite,prism_cc_cost,budget_used,0.0,0.0,0.0,Empate
network_cloud_multiregion,prism_cc_time,budget_used,0.865161,0.865161,0.0,Empate
network_cloud_multiregion,prism_cc_cost,budget_used,0.865161,0.865161,0.0,Empate
network_hpc_cloud,prism_cc_time,budget_used,0.510668,0.510668,0.0,Empate
network_hpc_cloud,prism_cc_cost,budget_used,0.510668,0.510668,0.0,Empate
network_edge_cloud,prism_cc_time,budget_used,0.847609,1.571585,46.06661427794234,PRISM-CC
network_edge_cloud,prism_cc_cost,budget_used,0.83603,1.571585,46.803386390172975,PRISM-CC
network_fog_hpc_cloud,prism_cc_time,budget_used,0.483441,0.483441,0.0,Empate
network_fog_hpc_cloud,prism_cc_cost,budget_used,0.483441,0.483441,0.0,Empate
network_wfcommons_overlay,prism_cc_time,budget_used,2.974794,2.974794,0.0,Empate
network_wfcommons_overlay,prism_cc_cost,budget_used,2.974794,2.974794,0.0,Empate
